,state,enter_price,enter_time,exit_price,ror,fiat_money,비공식환율
235,True,46363000.0,2022-03-01,43160.0,1.028715815401004,188769831.4845795,1074.2122335495828
236,False,44421.2,2022-03-02,52332000.0,1.09489058723701,206682311.64678267,1178.0861390507237
237,True,47364000.0,2022-03-09,38730.63,1.09489058723701,206682311.64678267,1222.908070434176
238,False,39422.01,2022-03-11,51571000.0,1.0679989420461828,220736490.17842335,1308.1778427837646
239,True,47500000.0,2022-03-15,39671.37,1.0679989420461828,220736490.17842335,1197.3370216355017
240,False,39280.33,2022-03-16,49212000.0,1.044697816718532,230602929.3595105,1252.8407984352473
241,True,48609000.0,2022-03-17,41114.01,1.044697816718532,230602929.3595105,1182.2977131153102
242,False,40917.89,2022-03-18,50392000.0,1.0400057264453644,239828367.06896678,1231.5395539701583
243,True,50069000.0,2022-03-19,41757.51,1.0400057264453644,239828367.06896678,1199.0418011035617
244,False,41262.11,2022-03-21,51245000.0,1.0341466118326708,248017693.22573406,1241.9384272883767
245,True,50128000.0,2022-03-23,42364.13,1.0341466118326708,248017693.22573406,1183.2651821245947
246,False,42882.76,2022-03-24,51689000.0,1.0170749501432041,252252582.97219595,1205.3561850962951
247,True,52138000.0,2022-03-25,43991.46,1.0170749501432041,252252582.97219595,1185.1845790069256
248,False,44511.27,2022-03-27,53836000.0,1.0189030964195205,257020937.87019247,1209.4914389097414
249,True,53888000.0,2022-03-28,46827.76,1.0189030964195205,257020937.87019247,1150.7703977298936
250,False,47122.21,2022-03-29,55936000.0,1.0298909989895717,264703550.46436918,1187.0411001521363
251,True,56900000.0,2022-03-30,47434.79,1.0298909989895717,264703550.46436918,1199.5415179449512
252,False,45510.35,2022-04-01,56594000.0,1.0350442206376957,273979880.09042394,1243.541304340661
253,True,55331000.0,2022-04-02,46283.49,1.0350442206376957,273979880.09042394,1195.4802889756154
254,False,45810.99,2022-04-03,56326000.0,1.0268768378071096,281343592.8900256,1229.5302939316527
255,True,56006000.0,2022-04-04,46407.36,1.0268768378071096,281343592.8900256,1206.8344331588783
256,False,45497.54,2022-04-06,57069000.0,1.0377414827502272,291961917.2479715,1254.3315528707706
257,True,53072000.0,2022-04-08,43444.2,1.0377414827502272,291961917.2479715,1221.6130116333136
258,False,42252.02,2022-04-09,53813000.0,1.0409851967148573,303928033.8596265,1273.6195807916404
259,True,49962000.0,2022-04-19,40801.13,1.0409851967148573,303928033.8596265,1224.5249089914912
260,False,41358.19,2022-04-21,51459000.0,1.014568669850529,308355861.04324776,1244.2275641172882
261,True,49620000.0,2022-04-26,40426.08,1.014568669850529,308355861.04324776,1227.42546395792
262,False,38112.64,2022-04-27,50614000.0,1.0803461974243922,333131081.931597,1328.0108646370338
263,True,48718000.0,2022-04-28,39235.72,1.0803461974243922,333131081.931597,1241.674678073959
264,False,39742.06,2022-04-29,49954000.0,1.0108242670969778,336736981.7407298,1256.955477395988
265,True,48772000.0,2022-05-05,39690.0,1.0108242670969778,336736981.7407298,1228.8233812043336
266,False,36552.97,2022-05-06,50631000.0,1.1255745765394118,379022585.6279816,1385.1405234649878
267,True,37100000.0,2022-05-20,30319.22,1.1255745765394118,379022585.6279816,1223.646254751936
268,False,29201.01,2022-05-21,38781000.0,1.0838490970474335,410803287.1934714,1328.0705016710037
269,True,37415000.0,2022-05-31,31734.23,1.0838490970474335,410803287.1934714,1179.0108031611292
270,False,31801.05,2022-06-01,39527000.0,1.0527906554130049,432489861.9702316,1242.946380701266
271,True,37974000.0,2022-06-07,31373.1,1.0527906554130049,432489861.9702316,1210.3999923501342
272,False,31125.32,2022-06-08,39532000.0,1.0478916245678709,453202504.0691202,1270.0913597032898
273,True,25096000.0,2022-06-20,20574.0,1.0478916245678709,453202504.0691202,1219.7919704481383
274,False,20573.9,2022-06-21,26666000.0,1.0611844988881898,480931472.1754622,1296.1081758927571
275,True,26180000.0,2022-06-24,21110.12,1.0611844988881898,480931472.1754622,1240.1634855699542
276,False,21237.68,2022-06-25,27419000.0,1.039684625268129,500017057.42839503,1291.0543901217081
277,True,25454000.0,2022-07-05,20236.71,1.039684625268129,500017057.42839503,1257.8131524343632
278,False,20175.84,2022-07-06,26399000.0,1.0389118312207726,519473636.77455604,1308.4461415237236
279,True,26953000.0,2022-07-08,21624.99,1.0389118312207726,519473636.77455604,1246.3820792518286
280,False,21594.75,2022-07-09,28129000.0,1.0437418371646066,542196368.0056547,1302.5851190682922
281,True,25723000.0,2022-07-14,20234.87,1.0437418371646066,542196368.0056547,1271.2214113557438
282,False,20588.84,2022-07-15,26604000.0,1.0151615485633991,550416904.5700711,1292.156333236841
