"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 05- 30","1,257.86","1,252.55","1,261.20","1,249.17","","0.42%"
"2017- 05- 31","1,258.88","1,257.81","1,261.46","1,249.81","","0.08%"
"2017- 06- 01","1,258.23","1,258.82","1,262.61","1,256.29","","-0.05%"
"2017- 06- 02","1,261.78","1,258.26","1,264.93","1,255.79","","0.28%"
"2017- 06- 05","1,258.61","1,261.12","1,263.31","1,255.18","","-0.25%"
"2017- 06- 06","1,260.91","1,258.61","1,263.28","1,257.71","","0.18%"
"2017- 06- 07","1,265.60","1,260.85","1,268.49","1,259.39","","0.37%"
"2017- 06- 08","1,258.16","1,265.60","1,269.45","1,256.66","","-0.59%"
"2017- 06- 09","1,259.83","1,258.33","1,261.09","1,253.74","","0.13%"
"2017- 06- 12","1,267.04","1,260.17","1,272.19","1,259.22","","0.57%"
"2017- 06- 13","1,264.24","1,266.87","1,268.11","1,261.73","","-0.22%"
"2017- 06- 14","1,256.34","1,264.30","1,265.17","1,253.22","","-0.62%"
"2017- 06- 15","1,260.32","1,256.23","1,263.69","1,254.85","","0.32%"
"2017- 06- 16","1,268.76","1,260.26","1,271.07","1,257.67","","0.67%"
"2017- 06- 19","1,267.39","1,269.02","1,272.28","1,264.02","","-0.11%"
"2017- 06- 20","1,271.49","1,267.45","1,273.86","1,266.31","","0.32%"
"2017- 06- 21","1,276.86","1,271.55","1,278.32","1,269.08","","0.42%"
"2017- 06- 22","1,270.60","1,276.80","1,278.29","1,269.47","","-0.49%"
"2017- 06- 23","1,270.40","1,270.55","1,275.15","1,268.46","","-0.02%"
"2017- 06- 26","1,267.44","1,271.36","1,274.52","1,265.96","","-0.23%"
"2017- 06- 27","1,293.28","1,267.39","1,295.05","1,267.31","","2.04%"
"2017- 06- 28","1,295.88","1,293.28","1,304.92","1,290.33","","0.20%"
"2017- 06- 29","1,312.57","1,295.71","1,314.40","1,295.29","","1.29%"
"2017- 06- 30","1,308.78","1,312.86","1,313.55","1,302.84","","-0.29%"
"2017- 07- 03","1,307.23","1,308.00","1,310.61","1,303.56","","-0.12%"
"2017- 07- 04","1,305.57","1,307.12","1,311.22","1,303.53","","-0.13%"
"2017- 07- 05","1,309.27","1,305.62","1,311.47","1,304.17","","0.28%"
"2017- 07- 06","1,321.93","1,309.51","1,322.39","1,305.16","","0.97%"
"2017- 07- 07","1,315.38","1,321.92","1,322.66","1,313.27","","-0.50%"
"2017- 07- 10","1,310.46","1,314.48","1,317.21","1,308.29","","-0.37%"
"2017- 07- 11","1,317.88","1,310.41","1,320.34","1,308.68","","0.57%"
"2017- 07- 12","1,299.05","1,317.76","1,319.16","1,298.22","","-1.43%"
"2017- 07- 13","1,296.98","1,299.21","1,304.56","1,292.65","","-0.16%"
"2017- 07- 14","1,294.96","1,296.82","1,299.96","1,290.91","","-0.16%"
"2017- 07- 17","1,295.23","1,293.89","1,297.20","1,290.37","","0.02%"
"2017- 07- 18","1,300.21","1,295.45","1,303.42","1,293.69","","0.38%"
"2017- 07- 19","1,295.03","1,300.11","1,300.51","1,291.45","","-0.40%"
"2017- 07- 20","1,304.06","1,295.26","1,308.79","1,291.17","","0.70%"
"2017- 07- 21","1,304.89","1,304.12","1,307.78","1,300.98","","0.06%"
"2017- 07- 24","1,298.55","1,304.97","1,307.69","1,295.42","","-0.49%"
"2017- 07- 25","1,304.48","1,298.22","1,307.71","1,296.87","","0.46%"
"2017- 07- 26","1,305.53","1,305.15","1,308.48","1,299.59","","0.08%"
"2017- 07- 27","1,304.67","1,305.46","1,310.48","1,300.13","","-0.07%"
"2017- 07- 28","1,321.74","1,304.74","1,323.97","1,303.89","","1.31%"
"2017- 07- 31","1,325.60","1,319.61","1,328.52","1,312.80","","0.29%"
"2017- 08- 01","1,323.58","1,325.43","1,327.86","1,319.81","","-0.15%"
"2017- 08- 02","1,331.40","1,323.65","1,337.26","1,323.01","","0.59%"
"2017- 08- 03","1,340.07","1,331.39","1,341.94","1,330.38","","0.65%"
"2017- 08- 04","1,328.80","1,340.29","1,342.08","1,325.23","","-0.84%"
"2017- 08- 07","1,329.54","1,328.19","1,334.06","1,327.84","","0.06%"
"2017- 08- 08","1,327.12","1,329.59","1,332.96","1,319.81","","-0.18%"
"2017- 08- 09","1,339.82","1,326.90","1,340.80","1,323.92","","0.96%"
"2017- 08- 10","1,346.92","1,339.83","1,349.94","1,336.85","","0.53%"
"2017- 08- 11","1,350.92","1,346.75","1,353.84","1,343.63","","0.30%"
"2017- 08- 14","1,342.22","1,349.48","1,351.78","1,340.30","","-0.64%"
"2017- 08- 15","1,333.01","1,342.22","1,343.13","1,330.91","","-0.69%"
"2017- 08- 16","1,336.26","1,333.01","1,343.16","1,331.22","","0.24%"
"2017- 08- 17","1,339.46","1,336.48","1,341.61","1,328.38","","0.24%"
"2017- 08- 18","1,340.60","1,339.36","1,343.70","1,336.17","","0.09%"
"2017- 08- 21","1,345.38","1,340.81","1,347.04","1,336.20","","0.36%"
"2017- 08- 22","1,331.90","1,345.38","1,346.15","1,331.13","","-1.00%"
"2017- 08- 23","1,331.38","1,331.96","1,337.10","1,327.85","","-0.04%"
"2017- 08- 24","1,331.19","1,331.33","1,334.11","1,329.02","","-0.01%"
"2017- 08- 25","1,337.39","1,331.10","1,338.86","1,325.49","","0.47%"
"2017- 08- 28","1,339.82","1,337.59","1,342.35","1,334.52","","0.18%"
"2017- 08- 29","1,346.33","1,339.65","1,359.95","1,338.02","","0.49%"
"2017- 08- 30","1,335.97","1,346.48","1,347.76","1,335.69","","-0.77%"
"2017- 08- 31","1,339.70","1,335.87","1,342.06","1,330.84","","0.28%"
"2017- 09- 01","1,330.21","1,339.69","1,342.70","1,328.80","","-0.71%"
"2017- 09- 04","1,348.29","1,330.08","1,349.94","1,329.62","","1.36%"
"2017- 09- 05","1,349.29","1,348.39","1,352.17","1,340.87","","0.07%"
"2017- 09- 06","1,350.02","1,349.29","1,358.04","1,346.57","","0.05%"
"2017- 09- 07","1,356.07","1,350.04","1,359.93","1,345.04","","0.45%"
"2017- 09- 08","1,362.34","1,356.07","1,367.18","1,354.51","","0.46%"
"2017- 09- 11","1,351.10","1,362.92","1,363.23","1,350.88","","-0.83%"
"2017- 09- 12","1,350.64","1,351.04","1,353.44","1,345.11","","-0.03%"
"2017- 09- 13","1,345.64","1,350.64","1,354.27","1,343.44","","-0.37%"
"2017- 09- 14","1,351.99","1,345.59","1,353.10","1,341.78","","0.47%"
"2017- 09- 15","1,353.40","1,352.11","1,356.36","1,347.07","","0.10%"
"2017- 09- 18","1,350.63","1,354.13","1,355.22","1,343.85","","-0.20%"
"2017- 09- 19","1,356.73","1,350.73","1,358.82","1,348.97","","0.45%"
"2017- 09- 20","1,346.04","1,356.72","1,358.96","1,344.07","","-0.79%"
"2017- 09- 21","1,352.74","1,346.04","1,354.26","1,343.51","","0.50%"
"2017- 09- 22","1,353.87","1,352.75","1,364.04","1,351.84","","0.08%"
"2017- 09- 25","1,344.51","1,354.28","1,355.17","1,342.72","","-0.69%"
"2017- 09- 26","1,341.59","1,344.50","1,350.11","1,337.36","","-0.22%"
"2017- 09- 27","1,345.68","1,341.47","1,347.55","1,338.87","","0.30%"
"2017- 09- 28","1,351.36","1,345.69","1,352.60","1,342.80","","0.42%"
"2017- 09- 29","1,353.06","1,351.37","1,355.22","1,347.82","","0.13%"
"2017- 10- 02","1,345.33","1,353.34","1,353.95","1,343.55","","-0.57%"
"2017- 10- 03","1,342.62","1,345.21","1,348.49","1,341.26","","-0.20%"
"2017- 10- 04","1,344.21","1,342.67","1,345.87","1,339.58","","0.12%"
"2017- 10- 05","1,337.88","1,344.04","1,345.10","1,332.90","","-0.47%"
"2017- 10- 06","1,343.91","1,337.88","1,344.65","1,332.56","","0.45%"
"2017- 10- 09","1,342.89","1,343.38","1,345.62","1,340.52","","-0.08%"
"2017- 10- 10","1,340.40","1,342.78","1,343.36","1,334.22","","-0.19%"
"2017- 10- 11","1,343.52","1,340.58","1,345.33","1,338.13","","0.23%"
"2017- 10- 12","1,340.28","1,343.36","1,350.04","1,337.52","","-0.24%"
"2017- 10- 13","1,332.07","1,340.20","1,343.12","1,329.77","","-0.61%"
"2017- 10- 16","1,330.97","1,332.29","1,334.81","1,327.16","","-0.08%"
"2017- 10- 17","1,330.98","1,331.03","1,335.36","1,326.77","","0.00%"
"2017- 10- 18","1,335.38","1,330.93","1,337.28","1,326.32","","0.33%"
"2017- 10- 19","1,338.10","1,335.55","1,341.61","1,333.68","","0.20%"
"2017- 10- 20","1,334.48","1,337.92","1,341.89","1,330.87","","-0.27%"
"2017- 10- 23","1,328.64","1,332.98","1,335.56","1,324.89","","-0.44%"
"2017- 10- 24","1,330.09","1,328.63","1,333.05","1,324.96","","0.11%"
"2017- 10- 25","1,332.29","1,329.97","1,334.15","1,323.59","","0.17%"
"2017- 10- 26","1,315.05","1,332.21","1,332.92","1,312.90","","-1.29%"
"2017- 10- 27","1,307.26","1,315.22","1,317.41","1,303.07","","-0.59%"
"2017- 10- 30","1,310.48","1,306.47","1,312.03","1,304.78","","0.25%"
"2017- 10- 31","1,302.51","1,310.48","1,311.11","1,298.45","","-0.61%"
"2017- 11- 01","1,291.47","1,302.51","1,304.79","1,290.19","","-0.85%"
"2017- 11- 02","1,296.78","1,291.47","1,300.24","1,290.88","","0.41%"
"2017- 11- 03","1,295.90","1,296.78","1,302.11","1,294.56","","-0.07%"
"2017- 11- 06","1,292.00","1,295.91","1,299.73","1,287.19","","-0.30%"
"2017- 11- 07","1,290.65","1,292.05","1,294.79","1,284.52","","-0.10%"
"2017- 11- 08","1,292.10","1,290.66","1,295.37","1,288.87","","0.11%"
"2017- 11- 09","1,301.94","1,291.79","1,306.55","1,289.93","","0.76%"
"2017- 11- 10","1,307.61","1,302.20","1,308.81","1,299.68","","0.44%"
"2017- 11- 13","1,306.52","1,307.55","1,308.34","1,303.29","","-0.08%"
"2017- 11- 14","1,316.09","1,306.70","1,317.30","1,303.40","","0.73%"
"2017- 11- 15","1,303.78","1,316.03","1,317.60","1,302.73","","-0.94%"
"2017- 11- 16","1,291.38","1,303.72","1,305.79","1,287.32","","-0.95%"
"2017- 11- 17","1,290.75","1,291.49","1,298.15","1,289.17","","-0.05%"
"2017- 11- 20","1,287.10","1,290.14","1,297.42","1,281.71","","-0.28%"
"2017- 11- 21","1,280.78","1,287.04","1,291.46","1,275.48","","-0.49%"
"2017- 11- 22","1,283.94","1,280.89","1,285.56","1,277.95","","0.25%"
"2017- 11- 23","1,284.69","1,283.89","1,291.86","1,283.16","","0.06%"
"2017- 11- 24","1,295.19","1,284.48","1,295.79","1,283.65","","0.82%"
"2017- 11- 27","1,298.89","1,295.43","1,301.64","1,294.68","","0.29%"
"2017- 11- 28","1,283.56","1,298.83","1,299.84","1,281.42","","-1.18%"
"2017- 11- 29","1,282.02","1,283.35","1,286.41","1,273.20","","-0.12%"
"2017- 11- 30","1,295.32","1,282.18","1,296.33","1,281.38","","1.04%"
"2017- 12- 01","1,288.36","1,295.31","1,297.71","1,285.31","","-0.54%"
"2017- 12- 04","1,289.00","1,287.38","1,295.30","1,284.04","","0.05%"
"2017- 12- 05","1,286.22","1,288.99","1,292.42","1,283.43","","-0.22%"
"2017- 12- 06","1,290.47","1,286.22","1,297.19","1,284.57","","0.33%"
"2017- 12- 07","1,287.49","1,290.46","1,294.45","1,286.96","","-0.23%"
"2017- 12- 08","1,285.68","1,287.33","1,291.21","1,282.26","","-0.14%"
"2017- 12- 11","1,281.45","1,286.17","1,289.46","1,281.04","","-0.33%"
"2017- 12- 12","1,283.27","1,281.45","1,287.94","1,278.52","","0.14%"
"2017- 12- 13","1,282.65","1,283.23","1,286.28","1,278.46","","-0.05%"
"2017- 12- 14","1,282.88","1,282.59","1,293.10","1,281.80","","0.02%"
"2017- 12- 15","1,279.96","1,282.89","1,287.94","1,278.52","","-0.23%"
"2017- 12- 18","1,279.53","1,279.90","1,285.52","1,278.17","","-0.03%"
"2017- 12- 19","1,285.44","1,279.60","1,287.32","1,277.16","","0.46%"
"2017- 12- 20","1,282.79","1,285.27","1,287.51","1,277.32","","-0.21%"
"2017- 12- 21","1,282.98","1,282.57","1,287.42","1,278.84","","0.01%"
"2017- 12- 22","1,278.04","1,283.09","1,283.51","1,273.43","","-0.39%"
"2017- 12- 25","1,277.77","1,278.07","1,283.13","1,274.42","","-0.02%"
"2017- 12- 26","1,276.12","1,277.71","1,281.28","1,273.62","","-0.13%"
"2017- 12- 27","1,278.22","1,276.29","1,281.42","1,274.24","","0.16%"
"2017- 12- 28","1,278.20","1,278.23","1,281.74","1,274.71","","0.00%"
"2017- 12- 29","1,280.64","1,278.21","1,285.55","1,274.04","","0.19%"
"2018- 01- 01","1,280.98","1,281.16","1,281.78","1,279.14","","0.03%"
"2018- 01- 02","1,282.13","1,280.98","1,284.65","1,275.16","","0.09%"
"2018- 01- 03","1,279.35","1,281.72","1,286.92","1,276.79","","-0.22%"
"2018- 01- 04","1,281.95","1,279.55","1,286.83","1,276.49","","0.20%"
"2018- 01- 05","1,277.69","1,281.51","1,285.41","1,276.43","","-0.33%"
"2018- 01- 08","1,279.11","1,278.68","1,289.65","1,276.18","","0.11%"
"2018- 01- 09","1,279.62","1,279.11","1,281.59","1,273.83","","0.04%"
"2018- 01- 10","1,278.50","1,279.61","1,284.99","1,274.87","","-0.09%"
"2018- 01- 11","1,282.10","1,278.41","1,286.27","1,275.09","","0.28%"
"2018- 01- 12","1,291.82","1,282.21","1,293.52","1,280.61","","0.76%"
"2018- 01- 15","1,304.09","1,292.99","1,308.04","1,287.85","","0.95%"
"2018- 01- 16","1,305.32","1,304.04","1,308.63","1,298.88","","0.09%"
"2018- 01- 17","1,300.75","1,305.26","1,311.04","1,299.92","","-0.35%"
"2018- 01- 18","1,310.37","1,300.74","1,312.58","1,298.81","","0.74%"
"2018- 01- 19","1,304.85","1,309.61","1,311.66","1,302.84","","-0.42%"
"2018- 01- 22","1,311.30","1,309.82","1,313.67","1,305.97","","0.49%"
"2018- 01- 23","1,320.78","1,311.31","1,322.93","1,308.88","","0.72%"
"2018- 01- 24","1,321.42","1,320.79","1,324.49","1,313.64","","0.05%"
"2018- 01- 25","1,321.54","1,320.86","1,328.47","1,312.53","","0.01%"
"2018- 01- 26","1,322.42","1,322.11","1,328.72","1,319.08","","0.07%"
"2018- 01- 29","1,326.11","1,323.01","1,328.80","1,319.17","","0.28%"
"2018- 01- 30","1,331.02","1,326.16","1,334.14","1,323.96","","0.37%"
"2018- 01- 31","1,329.15","1,330.92","1,333.68","1,324.88","","-0.14%"
"2018- 02- 01","1,339.74","1,328.40","1,341.94","1,327.20","","0.80%"
"2018- 02- 02","1,358.25","1,339.17","1,358.73","1,338.74","","1.38%"
"2018- 02- 05","1,354.04","1,357.76","1,361.16","1,346.47","","-0.31%"
"2018- 02- 06","1,336.79","1,354.46","1,360.17","1,334.71","","-1.27%"
"2018- 02- 07","1,337.17","1,336.78","1,347.76","1,328.78","","0.03%"
"2018- 02- 08","1,344.20","1,337.08","1,346.16","1,331.10","","0.53%"
"2018- 02- 09","1,328.32","1,344.20","1,346.96","1,328.21","","-1.18%"
"2018- 02- 12","1,330.73","1,330.28","1,334.57","1,326.09","","0.18%"
"2018- 02- 13","1,340.26","1,330.85","1,342.44","1,329.12","","0.72%"
"2018- 02- 14","1,333.29","1,340.27","1,341.57","1,325.16","","-0.52%"
"2018- 02- 15","1,330.82","1,333.17","1,340.07","1,327.94","","-0.19%"
"2018- 02- 16","1,323.96","1,330.81","1,335.54","1,322.76","","-0.52%"
"2018- 02- 19","1,324.39","1,324.22","1,330.23","1,320.06","","0.03%"
"2018- 02- 20","1,326.23","1,324.55","1,330.53","1,322.40","","0.14%"
"2018- 02- 21","1,321.78","1,326.33","1,328.87","1,319.56","","-0.34%"
"2018- 02- 22","1,332.59","1,321.62","1,334.81","1,320.72","","0.82%"
"2018- 02- 23","1,324.01","1,332.36","1,334.11","1,322.65","","-0.64%"
"2018- 02- 26","1,318.81","1,324.56","1,325.34","1,315.09","","-0.39%"
"2018- 02- 27","1,322.94","1,318.74","1,325.32","1,315.49","","0.31%"
"2018- 02- 28","1,323.31","1,323.05","1,326.28","1,318.19","","0.03%"
"2018- 03- 01","1,328.37","1,323.27","1,330.67","1,318.06","","0.38%"
"2018- 03- 02","1,329.91","1,328.38","1,337.33","1,320.54","","0.12%"
"2018- 03- 05","1,329.42","1,330.38","1,334.92","1,326.52","","-0.04%"
"2018- 03- 06","1,319.73","1,329.41","1,330.82","1,315.93","","-0.73%"
"2018- 03- 07","1,324.79","1,319.74","1,330.57","1,319.74","","0.38%"
"2018- 03- 08","1,322.44","1,325.10","1,332.61","1,320.93","","-0.18%"
"2018- 03- 09","1,311.16","1,322.44","1,323.55","1,309.96","","-0.85%"
"2018- 03- 12","1,313.70","1,311.69","1,317.11","1,308.92","","0.19%"
"2018- 03- 13","1,321.86","1,313.82","1,324.45","1,311.97","","0.62%"
"2018- 03- 14","1,316.53","1,321.96","1,325.87","1,312.75","","-0.40%"
"2018- 03- 15","1,316.30","1,316.37","1,322.94","1,313.15","","-0.02%"
"2018- 03- 16","1,315.63","1,316.40","1,320.19","1,310.27","","-0.05%"
"2018- 03- 19","1,324.15","1,315.06","1,327.57","1,312.91","","0.65%"
"2018- 03- 20","1,312.23","1,324.14","1,326.53","1,311.92","","-0.90%"
"2018- 03- 21","1,313.69","1,311.74","1,318.54","1,311.14","","0.11%"
"2018- 03- 22","1,330.11","1,314.18","1,332.54","1,313.68","","1.25%"
"2018- 03- 23","1,338.90","1,330.12","1,344.23","1,326.97","","0.66%"
"2018- 03- 26","1,338.43","1,338.10","1,343.45","1,333.99","","-0.04%"
"2018- 03- 27","1,333.49","1,338.59","1,340.81","1,328.14","","-0.37%"
"2018- 03- 28","1,310.25","1,333.48","1,335.24","1,308.27","","-1.74%"
"2018- 03- 29","1,307.69","1,310.36","1,317.16","1,304.17","","-0.20%"
"2018- 03- 30","1,307.73","1,307.53","1,313.06","1,306.87","","0.00%"
"2018- 04- 02","1,300.52","1,307.14","1,309.19","1,297.96","","-0.55%"
"2018- 04- 03","1,294.46","1,300.36","1,304.38","1,293.21","","-0.47%"
"2018- 04- 04","1,299.36","1,294.41","1,310.77","1,293.77","","0.38%"
"2018- 04- 05","1,300.66","1,299.46","1,308.01","1,297.33","","0.10%"
"2018- 04- 06","1,315.21","1,300.67","1,318.35","1,300.40","","1.12%"
"2018- 04- 09","1,317.94","1,314.60","1,319.05","1,307.31","","0.21%"
"2018- 04- 10","1,315.68","1,317.99","1,322.56","1,310.53","","-0.17%"
"2018- 04- 11","1,319.34","1,315.68","1,325.47","1,315.04","","0.28%"
"2018- 04- 12","1,320.27","1,319.44","1,326.19","1,317.27","","0.07%"
"2018- 04- 13","1,321.49","1,320.26","1,324.00","1,315.19","","0.09%"
"2018- 04- 16","1,325.45","1,321.22","1,330.69","1,320.08","","0.30%"
"2018- 04- 17","1,320.08","1,325.35","1,326.87","1,316.92","","-0.41%"
"2018- 04- 18","1,317.92","1,320.17","1,323.78","1,316.55","","-0.16%"
"2018- 04- 19","1,317.59","1,317.98","1,321.87","1,311.18","","-0.03%"
"2018- 04- 20","1,316.16","1,317.58","1,320.83","1,314.53","","-0.11%"
"2018- 04- 23","1,320.04","1,316.16","1,322.01","1,310.51","","0.29%"
"2018- 04- 24","1,317.84","1,320.05","1,320.85","1,312.60","","-0.17%"
"2018- 04- 25","1,316.08","1,317.72","1,323.21","1,315.12","","-0.13%"
"2018- 04- 26","1,304.34","1,316.21","1,318.21","1,303.80","","-0.89%"
"2018- 04- 27","1,295.31","1,304.34","1,307.32","1,289.57","","-0.69%"
"2018- 04- 30","1,292.95","1,294.87","1,297.49","1,290.13","","-0.18%"
"2018- 05- 01","1,287.48","1,292.68","1,293.84","1,285.30","","-0.42%"
"2018- 05- 02","1,290.53","1,287.64","1,294.46","1,286.79","","0.24%"
"2018- 05- 03","1,289.44","1,290.48","1,293.52","1,286.14","","-0.08%"
"2018- 05- 04","1,284.63","1,289.49","1,293.52","1,283.40","","-0.37%"
"2018- 05- 07","1,287.66","1,283.83","1,290.21","1,283.39","","0.24%"
"2018- 05- 08","1,279.65","1,287.69","1,289.30","1,278.12","","-0.62%"
"2018- 05- 09","1,279.12","1,279.29","1,284.55","1,278.35","","-0.04%"
"2018- 05- 10","1,269.89","1,279.40","1,281.67","1,267.77","","-0.72%"
"2018- 05- 11","1,275.60","1,269.89","1,278.53","1,268.85","","0.45%"
"2018- 05- 14","1,277.32","1,275.64","1,283.71","1,274.04","","0.13%"
"2018- 05- 15","1,279.41","1,277.15","1,282.86","1,274.67","","0.16%"
"2018- 05- 16","1,272.55","1,279.64","1,280.41","1,269.36","","-0.54%"
"2018- 05- 17","1,276.80","1,272.44","1,279.32","1,271.32","","0.33%"
"2018- 05- 18","1,273.58","1,276.98","1,277.62","1,271.67","","-0.25%"
"2018- 05- 21","1,270.77","1,272.48","1,277.90","1,269.85","","-0.22%"
"2018- 05- 22","1,268.06","1,270.64","1,272.96","1,265.03","","-0.21%"
"2018- 05- 23","1,259.95","1,268.05","1,272.84","1,259.19","","-0.64%"
"2018- 05- 24","1,267.68","1,260.01","1,274.73","1,258.88","","0.61%"
"2018- 05- 25","1,256.53","1,267.85","1,270.15","1,255.62","","-0.88%"
"2018- 05- 28","1,249.81","1,255.47","1,259.86","1,247.00","","-0.53%"
"2018- 05- 29","1,251.36","1,250.05","1,254.34","1,243.31","","0.12%"
"2018- 05- 30","1,256.21","1,251.72","1,261.18","1,246.32","","0.39%"
"2018- 05- 31","1,263.42","1,255.87","1,264.80","1,253.02","","0.57%"
"2018- 06- 01","1,249.87","1,263.55","1,265.27","1,247.38","","-1.07%"
"2018- 06- 04","1,252.31","1,248.84","1,256.85","1,248.46","","0.20%"
"2018- 06- 05","1,256.11","1,252.08","1,257.41","1,248.33","","0.30%"
"2018- 06- 06","1,256.10","1,255.87","1,258.27","1,250.33","","0.00%"
"2018- 06- 07","1,265.09","1,255.96","1,269.16","1,254.96","","0.72%"
"2018- 06- 08","1,264.98","1,265.57","1,270.30","1,261.77","","-0.01%"
"2018- 06- 11","1,268.99","1,264.73","1,271.18","1,263.56","","0.32%"
"2018- 06- 12","1,270.62","1,268.99","1,274.23","1,262.57","","0.13%"
"2018- 06- 13","1,280.54","1,270.44","1,281.27","1,267.92","","0.78%"
"2018- 06- 14","1,260.04","1,280.68","1,283.43","1,259.54","","-1.60%"
"2018- 06- 15","1,280.96","1,259.93","1,283.90","1,257.51","","1.66%"
"2018- 06- 18","1,282.61","1,280.96","1,285.49","1,276.16","","0.13%"
"2018- 06- 19","1,288.68","1,282.72","1,291.85","1,281.81","","0.47%"
"2018- 06- 20","1,284.47","1,288.68","1,290.53","1,277.30","","-0.33%"
"2018- 06- 21","1,288.57","1,284.47","1,292.25","1,279.29","","0.32%"
"2018- 06- 22","1,296.26","1,288.58","1,299.18","1,286.61","","0.60%"
"2018- 06- 25","1,305.55","1,296.42","1,308.58","1,295.39","","0.72%"
"2018- 06- 26","1,302.79","1,305.49","1,310.63","1,301.15","","-0.21%"
"2018- 06- 27","1,298.11","1,302.84","1,305.94","1,296.72","","-0.36%"
"2018- 06- 28","1,297.28","1,297.80","1,303.15","1,294.95","","-0.06%"
"2018- 06- 29","1,302.92","1,297.48","1,304.37","1,293.92","","0.43%"
"2018- 07- 02","1,302.32","1,298.94","1,305.79","1,297.03","","-0.05%"
"2018- 07- 03","1,299.75","1,302.38","1,309.18","1,296.05","","-0.20%"
"2018- 07- 04","1,301.34","1,299.88","1,305.55","1,298.54","","0.12%"
"2018- 07- 05","1,308.61","1,301.10","1,311.85","1,299.86","","0.56%"
"2018- 07- 06","1,310.39","1,308.41","1,313.95","1,303.71","","0.14%"
"2018- 07- 09","1,308.26","1,310.52","1,312.47","1,305.58","","-0.16%"
"2018- 07- 10","1,308.55","1,308.02","1,312.41","1,304.20","","0.02%"
"2018- 07- 11","1,317.10","1,308.89","1,319.60","1,305.22","","0.65%"
"2018- 07- 12","1,312.66","1,317.04","1,320.62","1,311.45","","-0.34%"
"2018- 07- 13","1,320.62","1,312.71","1,321.23","1,309.16","","0.61%"
"2018- 07- 16","1,321.42","1,319.35","1,322.84","1,316.80","","0.06%"
"2018- 07- 17","1,314.19","1,321.74","1,322.81","1,312.73","","-0.55%"
"2018- 07- 18","1,316.44","1,314.19","1,320.09","1,311.91","","0.17%"
"2018- 07- 19","1,322.12","1,316.86","1,326.32","1,315.12","","0.43%"
"2018- 07- 20","1,321.90","1,321.94","1,326.01","1,319.41","","-0.02%"
"2018- 07- 23","1,326.10","1,323.04","1,333.16","1,322.35","","0.32%"
"2018- 07- 24","1,317.49","1,325.97","1,331.01","1,315.95","","-0.65%"
"2018- 07- 25","1,310.99","1,317.48","1,322.12","1,308.77","","-0.49%"
"2018- 07- 26","1,309.06","1,310.94","1,317.41","1,306.80","","-0.15%"
"2018- 07- 27","1,300.86","1,309.23","1,311.11","1,298.54","","-0.63%"
"2018- 07- 30","1,308.50","1,300.16","1,309.52","1,298.08","","0.59%"
"2018- 07- 31","1,301.56","1,309.53","1,315.93","1,299.49","","-0.53%"
"2018- 08- 01","1,305.33","1,301.72","1,312.22","1,300.41","","0.29%"
"2018- 08- 02","1,306.91","1,305.33","1,314.74","1,304.94","","0.12%"
"2018- 08- 03","1,299.42","1,306.74","1,310.53","1,297.99","","-0.57%"
"2018- 08- 06","1,301.73","1,299.87","1,304.72","1,296.59","","0.18%"
"2018- 08- 07","1,296.70","1,301.90","1,304.60","1,295.40","","-0.39%"
"2018- 08- 08","1,297.24","1,295.63","1,301.70","1,294.26","","0.04%"
"2018- 08- 09","1,295.27","1,297.97","1,301.07","1,293.86","","-0.15%"
"2018- 08- 10","1,289.63","1,295.26","1,299.81","1,287.28","","-0.44%"
"2018- 08- 13","1,297.20","1,287.74","1,297.98","1,285.05","","0.59%"
"2018- 08- 14","1,279.84","1,297.31","1,298.01","1,279.36","","-1.34%"
"2018- 08- 15","1,286.49","1,279.84","1,290.38","1,278.81","","0.52%"
"2018- 08- 16","1,282.47","1,286.49","1,291.21","1,279.68","","-0.31%"
"2018- 08- 17","1,280.60","1,281.42","1,283.12","1,277.92","","-0.15%"
"2018- 08- 20","1,283.83","1,281.10","1,285.44","1,279.12","","0.25%"
"2018- 08- 21","1,292.03","1,282.93","1,294.20","1,282.40","","0.64%"
"2018- 08- 22","1,296.27","1,292.69","1,300.61","1,291.17","","0.33%"
"2018- 08- 23","1,297.76","1,296.20","1,301.99","1,294.69","","0.11%"
"2018- 08- 24","1,295.28","1,296.74","1,300.63","1,289.63","","-0.19%"
"2018- 08- 27","1,295.15","1,297.54","1,299.46","1,291.57","","-0.01%"
"2018- 08- 28","1,296.16","1,294.97","1,299.25","1,292.88","","0.08%"
"2018- 08- 29","1,300.34","1,296.16","1,302.12","1,294.56","","0.32%"
"2018- 08- 30","1,301.02","1,300.16","1,302.49","1,294.89","","0.05%"
"2018- 08- 31","1,294.62","1,301.07","1,304.88","1,294.07","","-0.49%"
"2018- 09- 03","1,292.70","1,294.65","1,297.08","1,287.89","","-0.15%"
"2018- 09- 04","1,295.28","1,292.70","1,297.61","1,289.64","","0.20%"
"2018- 09- 05","1,302.44","1,295.63","1,306.10","1,293.09","","0.55%"
"2018- 09- 06","1,304.06","1,301.13","1,307.91","1,299.92","","0.12%"
"2018- 09- 07","1,303.84","1,305.23","1,310.42","1,299.27","","-0.02%"
"2018- 09- 10","1,310.01","1,304.98","1,314.02","1,302.08","","0.47%"
"2018- 09- 11","1,304.62","1,309.65","1,319.71","1,302.60","","-0.41%"
