state,enter_price,enter_time,exit_price,ror,fiat_money,bin btc price (usdt),up btc price (krw),exchage rate(usd),kimch premium,pred premium(official)
False,31989.75,2021-01-05,37537000.0,1.0499721251428347,14530510.573207226,31989.75,37537000.0,1086.69,0.07979930519646761,0.0357351739267913
True,36478000.0,2021-01-06,33949.53,1.0499721251428347,14530510.573207226,33949.53,36478000.0,1087.4,-0.011884017182755335,0.0356201387912373
False,40586.96,2021-01-09,44698000.0,1.018643079519089,14801404.037276493,40586.96,44698000.0,1094.35,0.0063413672998406945,0.0344940906333494
True,38496000.0,2021-01-14,37371.38,1.018643079519089,14801404.037276493,37371.38,38496000.0,1098.11,-0.06193998604396689,0.0338848904788662
False,39145.21,2021-01-15,41380000.0,1.020061734402274,15098345.87385308,39145.21,41380000.0,1096.04,-0.03553725817746867,0.0342202746064674
True,40070000.0,2021-01-18,35824.99,1.020061734402274,15098345.87385308,35824.99,40070000.0,1104.26,0.01288916099901205,0.0328884593751237
False,30851.99,2021-01-22,39253000.0,1.1310948470207338,17077661.216451976,30851.99,39253000.0,1099.97,0.15666829582028363,0.0335835308279782
True,34525000.0,2021-01-23,32950.0,1.1310948470207338,17077661.216451976,32950.0,34525000.0,1099.97,-0.04742884214127341,0.0335835308279782
False,32078.0,2021-01-24,36345000.0,1.076154537519842,18378202.60831142,32078.0,36345000.0,1099.97,0.03004583300667507,0.0335835308279782
True,35494000.0,2021-01-25,32259.45,1.076154537519842,18378202.60831142,32259.45,35494000.0,1105.54,-0.004769846822941903,0.0326810720884911
False,30362.19,2021-01-28,35929000.0,1.0705921663464693,19675559.743986454,30362.19,35929000.0,1108.42,0.06759783075642489,0.0322144506935677
True,34293000.0,2021-01-29,33368.18,1.0705921663464693,19675559.743986454,33368.18,34293000.0,1113.24,-0.07682474032150177,0.0314335079423419
False,34246.28,2021-01-30,36631000.0,1.036233648219426,20388477.05427036,34246.28,36631000.0,1113.24,-0.03916996826625241,0.0314335079423419
True,37523000.0,2021-01-31,34262.89,1.036233648219426,20388477.05427036,34262.89,37523000.0,1113.24,-0.016249969694597466,0.0314335079423419
False,33092.97,2021-02-01,37039000.0,1.0174460441507067,20744175.32512483,33092.97,37039000.0,1118.43,0.0007248848847054568,0.0305926173035738
True,36408000.0,2021-02-02,33517.09,1.0174460441507067,20744175.32512483,33517.09,36408000.0,1117.44,-0.027910384813391698,0.0307530184080787
False,51552.61,2021-02-19,57458000.0,1.0207099032442324,21173785.188989557,51552.61,57458000.0,1107.08,0.006748154862477929,0.0324315592592613
