state,enter_price,enter_time,exit_price,ror,fiat_money,bin btc price (usdt),up btc price (krw),exchage rate(usd),kimch premium,LSTM_pred_exchange_rate,pred premium(Lstm-liner-pre)
False,0.0,,0.0,1.0,1000000.0,,,,,,
True,8343000.0,2020-01-01,7195.24,1.0,1000000.0,7195.24,8343000.0,1155.07,0.0038496102292271406,1149.394287109375,0.025575742705038
False,6965.49,2020-01-03,8300000.0,1.0112500435945584,1011250.0435945584,6965.49,8300000.0,1157.94,0.029059207376836538,1148.53759765625,0.0257145446590774
True,8038000.0,2020-01-04,7345.0,1.0112500435945584,1011250.0435945584,7345.0,8038000.0,1157.94,-0.05491657781083581,1148.624755859375,0.0257004231721603
False,7354.19,2020-01-05,8476000.0,1.0368415233988624,1048506.0357377478,7354.19,8476000.0,1157.94,-0.004663235950477018,1148.9146728515625,0.0256534504390678
True,8483000.0,2020-01-06,7357.64,1.0368415233988624,1048506.0357377478,7357.64,8483000.0,1165.89,-0.011097772471146627,1149.4578857421875,0.025565438370747
False,9851.74,2020-02-11,11821000.0,1.0217488103207013,1071309.7946291186,9851.74,11821000.0,1188.17,0.009863540281219718,1182.1033935546875,0.0202761701785771
True,11520000.0,2020-02-12,10223.08,1.0217488103207013,1071309.7946291186,10223.08,11520000.0,1182.29,-0.04688192971080851,1183.4727783203125,0.0200543006544373
False,9904.46,2020-02-16,11857000.0,1.04085930467678,1115082.7679310883,9904.46,11857000.0,1184.59,0.01059223124359443,1184.259033203125,0.0199269106022903
True,11513000.0,2020-02-17,9910.7,1.04085930467678,1115082.7679310883,9910.7,11513000.0,1183.44,-0.018392359091503052,1183.2515869140625,0.0200901383775378
False,9706.0,2020-02-18,11659000.0,1.0137911052439093,1130460.9917392957,9706.0,11659000.0,1185.38,0.01335921210032276,1181.9952392578125,0.0202936934802697
True,11438000.0,2020-02-19,10164.78,1.0137911052439093,1130460.9917392957,10164.78,11438000.0,1191.05,-0.05523865606190914,1180.4488525390625,0.0205442410940871
False,9594.65,2020-02-20,11837000.0,1.0756670859738078,1215999.680791269,9594.65,11837000.0,1193.0,0.03412268962809861,1178.7740478515625,0.0208155951564154
True,11419000.0,2020-02-21,9597.21,1.0756670859738078,1215999.680791269,9597.21,11419000.0,1205.21,-0.012765443743800176,1177.2879638671875,0.0210563724417495
False,9316.48,2020-02-26,11635000.0,1.0308875547450016,1253558.937501614,9316.48,11635000.0,1216.04,0.02699107860675798,1176.947998046875,0.0211114541519233
True,10742000.0,2020-02-28,8823.25,1.0308875547450016,1253558.937501614,8823.25,10742000.0,1212.68,0.003945987178775923,1181.7606201171875,0.0203317067825872
False,8034.76,2020-03-09,10678000.0,1.0742075686816364,1346582.4984527442,8034.76,10678000.0,1188.7,0.11800757214906676,1213.129638671875,0.0152492570619746
True,9574000.0,2020-03-12,7934.58,1.0742075686816364,1346582.4984527442,7934.58,9574000.0,1192.71,0.01166009459861006,1211.2908935546875,0.0155471729687421
False,4800.01,2020-03-13,9507000.0,1.622649845276451,2185031.882766322,4800.01,9507000.0,1211.21,0.6352415136157339,1210.04638671875,0.0157488096061647
True,6362000.0,2020-03-14,5576.05,1.622649845276451,2185031.882766322,5576.05,6362000.0,1211.21,-0.058007255848065764,1208.2081298828125,0.0160466464009607
False,5172.48,2020-03-15,7261000.0,1.2226685196629739,2671569.6975183,5172.48,7261000.0,1211.21,0.15898594381540887,1206.600830078125,0.0163070632332257
True,6385000.0,2020-03-18,5312.64,1.2226685196629739,2671569.6975183,5312.64,6385000.0,1239.76,-0.030577950054134106,1204.806884765625,0.0165977206166059
False,5393.26,2020-03-19,6774000.0,1.0392842143457537,2776520.214155229,5393.26,6774000.0,1256.5,-0.00038827404446672986,1205.7991943359375,0.0164369453124756
True,6747000.0,2020-03-20,6162.05,1.0392842143457537,2776520.214155229,6162.05,6747000.0,1258.36,-0.12987712233051651,1207.880859375,0.0160996711998748
False,6204.57,2020-03-21,7675000.0,1.1234362099142337,3119243.3461408066,6204.57,7675000.0,1258.36,-0.016981274513005906,1211.007080078125,0.0155931568021907
True,7788000.0,2020-03-22,6187.04,1.1234362099142337,3119243.3461408066,6187.04,7788000.0,1258.36,0.0003180705254939298,1215.0865478515625,0.0149321960580982
False,5816.05,2020-03-23,7740000.0,1.0513564770842518,3279436.695567092,5816.05,7740000.0,1254.85,0.060525252802390295,1219.9815673828125,0.0141390985435674
True,7379000.0,2020-03-24,6465.25,1.0513564770842518,3279436.695567092,6465.25,7379000.0,1273.0,-0.10343086534929491,1225.455078125,0.0132522731207732
False,6744.69,2020-03-25,8047000.0,1.0397687727443814,3409855.8682426848,6744.69,8047000.0,1234.21,-0.03331952447872988,1231.167724609375,0.0123267026099249
True,7218000.0,2020-03-31,6394.45,1.0397687727443814,3409855.8682426848,6394.45,7218000.0,1224.71,-0.0783194603053452,1252.0003662109375,0.0089513705668489
False,6412.14,2020-04-01,7794000.0,1.0714236538333406,3653400.233397635,6412.14,7794000.0,1218.8,-0.0027019728655520714,1250.731201171875,0.0091570023588334
True,7799000.0,2020-04-02,6643.36,1.0714236538333406,3653400.233397635,6643.36,7799000.0,1236.7,-0.05073652164120046,1247.9993896484375,0.0095996140615188
False,6732.97,2020-04-04,8160000.0,1.0271332208158206,3752528.7486589835,6732.97,8160000.0,1227.85,-0.01295224560285857,1239.97802734375,0.0108992457517267
True,8149000.0,2020-04-05,6857.41,1.0271332208158206,3752528.7486589835,6857.41,8149000.0,1227.85,-0.03217043025129618,1235.4820556640625,0.0116276890075293
False,6772.78,2020-04-06,8248000.0,1.019588159236761,3826033.8793282392,6772.78,8248000.0,1236.42,-0.015046648896081871,1230.9798583984375,0.0123571409409689
True,8198000.0,2020-04-07,7329.9,1.019588159236761,3826033.8793282392,7329.9,8198000.0,1224.64,-0.0867253063971315,1226.7620849609375,0.0130405101509956
False,7197.32,2020-04-08,8777000.0,1.0848760476692578,4150772.5132542984,7197.32,8777000.0,1215.43,0.003333549414288761,1222.9132080078125,0.0136641102665356
True,8652000.0,2020-04-09,7360.26,1.0848760476692578,4150772.5132542984,7360.26,8652000.0,1216.26,-0.03351096609550397,1219.4195556640625,0.0142301564227918
False,7283.54,2020-04-10,8821000.0,1.025193189907314,4255343.713442773,7283.54,8821000.0,1211.11,-1.9059765955398156e-05,1216.4835205078125,0.0147058567075673
True,8413000.0,2020-04-12,6876.84,1.025193189907314,4255343.713442773,6876.84,8413000.0,1211.11,0.010132580432603122,1211.865478515625,0.015454077956251
False,6621.25,2020-04-16,8375000.0,1.0290612744273429,4379009.424881801,6621.25,8375000.0,1224.72,0.032780477003505615,1208.1590576171875,0.0160545971540989
True,8107000.0,2020-04-17,7101.99,1.0290612744273429,4379009.424881801,7101.99,8107000.0,1228.98,-0.07117199525498297,1207.905517578125,0.0160956760453128
False,7026.78,2020-04-18,8557000.0,1.0619912936736935,4650469.88413952,7026.78,8557000.0,1228.98,-0.00912160298235487,1208.089599609375,0.0160658508320482
True,8519000.0,2020-04-19,7248.6,1.0619912936736935,4650469.88413952,7248.6,8519000.0,1228.98,-0.043709881533190775,1208.51806640625,0.0159964300770356
False,7121.4,2020-04-20,8712000.0,1.0362728132709853,4819155.509869253,7121.4,8712000.0,1216.26,0.0058334223724509915,1209.18505859375,0.0158883631239335
True,8387000.0,2020-04-22,6841.36,1.0362728132709853,4819155.509869253,6841.36,8387000.0,1233.53,-0.006164552700943959,1210.9140625,0.015608227632766
False,9539.1,2020-05-10,11881000.0,1.0109445606489658,4871899.049623815,9539.1,11881000.0,1220.11,0.020813976751886454,1206.4468994140625,0.0163320032822487
True,10441000.0,2020-05-13,8810.99,1.0109445606489658,4871899.049623815,8810.99,10441000.0,1226.84,-0.03410601822613635,1198.59423828125,0.0176043017862949
False,9315.96,2020-05-16,11777000.0,1.0613059416167197,5170575.408322605,9315.96,11777000.0,1227.53,0.029852304456771783,1191.743408203125,0.0187142823027663
True,11314000.0,2020-05-17,9380.81,1.0613059416167197,5170575.408322605,9380.81,11314000.0,1227.53,-0.01747475078254268,1190.3558349609375,0.0189390987478454
False,9511.43,2020-05-21,11727000.0,1.0169909580445742,5258428.438151722,9511.43,11727000.0,1227.4,0.004511678331052149,1187.9501953125,0.0193288636535526
True,11089000.0,2020-05-23,9170.0,1.0169909580445742,5258428.438151722,9170.0,11089000.0,1233.27,-0.019460980484726886,1190.9456787109375,0.018843531486244
False,8718.14,2020-05-25,11140000.0,1.0514901024096066,5529185.456945742,8718.14,11140000.0,1240.56,0.03001506825575384,1193.2099609375,0.0184766694962931
True,10663000.0,2020-05-26,8900.35,1.0514901024096066,5529185.456945742,8900.35,10663000.0,1240.95,-0.034576112173100526,1194.6287841796875,0.0182467898850365
False,8841.0,2020-05-27,10821000.0,1.0168721925286612,5622474.938502003,8841.0,10821000.0,1230.99,-0.00571364024133314,1197.095703125,0.0178470964269029
True,10724000.0,2020-05-28,9204.07,1.0168721925286612,5622474.938502003,9204.07,10724000.0,1238.26,-0.0590532460417067,1198.6129150390625,0.0176012757533841
False,9426.6,2020-05-30,11579000.0,1.0493134120423937,5899738.361842385,9426.6,11579000.0,1238.03,-0.007832935588132472,1199.9669189453125,0.0173818982563473
True,11397000.0,2020-05-31,9697.72,1.0493134120423937,5899738.361842385,9697.72,11397000.0,1238.03,-0.05073003724509306,1200.4149169921875,0.0173093130224738
False,9448.27,2020-06-01,11583000.0,1.0383228652750727,6125833.240241448,9448.27,11583000.0,1231.47,-0.004491610170534899,1200.6728515625,0.0172675221235161
True,11432000.0,2020-06-02,10202.71,1.0383228652750727,6125833.240241448,10202.71,11432000.0,1223.05,-0.08385870094362669,1200.7020263671875,0.0172627951832176
False,9518.02,2020-06-03,12111000.0,1.130556845465325,6925602.703934003,9518.02,12111000.0,1220.12,0.042871610407827054,1200.575439453125,0.0172833049618352
True,11520000.0,2020-06-04,9666.32,1.130556845465325,6925602.703934003,9666.32,11520000.0,1215.95,-0.01988825432215635,1199.73779296875,0.0174190215489851
False,9621.17,2020-06-06,11785000.0,1.0235029797031618,7088375.003716726,9621.17,11785000.0,1216.54,0.006874414620761993,1198.4278564453125,0.0176312591905918
True,11601000.0,2020-06-07,9666.85,1.0235029797031618,7088375.003716726,9666.85,11601000.0,1216.54,-0.013529610103341971,1197.21630859375,0.0178275557699365
False,9278.88,2020-06-12,11732000.0,1.0492729895900739,7437640.431485401,9278.88,11732000.0,1206.2,0.0482314169484368,1185.281494140625,0.0197612501339185
