state,enter_price,enter_time,exit_price,ror,fiat_money,bin btc price (usdt),up btc price (krw),exchage rate(usd),unofficial exchange rate,kimch premium,pred premium(un_official)
False,0.0,,0.0,1.0,1000000.0,,,,0.0,,
True,8343000.0,2020-01-01,7195.24,1.0,1000000.0,7195.24,8343000.0,1155.07,1159.5165692874734,0.0038496102292271406,0.0239357172085964
False,6965.49,2020-01-03,8300000.0,1.0112500435945584,1011250.0435945584,6965.49,8300000.0,1157.94,1191.5888185899341,0.029059207376836538,0.0187393291155954
True,8038000.0,2020-01-04,7345.0,1.0112500435945584,1011250.0435945584,7345.0,8038000.0,1157.94,1094.349897889721,-0.05491657781083581,0.0344941071773914
False,7354.19,2020-01-05,8476000.0,1.0368415233988624,1048506.0357377478,7354.19,8476000.0,1157.94,1152.5402525635047,-0.004663235950477018,0.0250660292367788
True,8483000.0,2020-01-06,7357.64,1.0368415233988624,1048506.0357377478,7357.64,8483000.0,1165.89,1152.951218053615,-0.011097772471146627,0.0249994440665494
False,9851.74,2020-02-11,11821000.0,1.0217488103207013,1071309.7946291186,9851.74,11821000.0,1188.17,1199.889562655937,0.009863540281219718,0.0173944316242829
True,11520000.0,2020-02-12,10223.08,1.0217488103207013,1071309.7946291186,10223.08,11520000.0,1182.29,1126.861963322208,-0.04688192971080851,0.0292264594954658
False,9904.46,2020-02-16,11857000.0,1.04085930467678,1115082.7679310883,9904.46,11857000.0,1184.59,1197.1374512088494,0.01059223124359443,0.017840332347347
True,11513000.0,2020-02-17,9910.7,1.04085930467678,1115082.7679310883,9910.7,11513000.0,1183.44,1161.6737465567517,-0.018392359091503052,0.0235862085049549
False,9706.0,2020-02-18,11659000.0,1.0137911052439093,1130460.9917392957,9706.0,11659000.0,1185.38,1201.2157428394808,0.01335921210032276,0.0171795621634618
True,11438000.0,2020-02-19,10164.78,1.0137911052439093,1130460.9917392957,10164.78,11438000.0,1191.05,1125.257998697463,-0.05523865606190914,0.0294863359574818
False,9594.65,2020-02-20,11837000.0,1.0756670859738078,1215999.680791269,9594.65,11837000.0,1193.0,1233.7083687263214,0.03412268962809861,0.011915064102337
True,11419000.0,2020-02-21,9597.21,1.0756670859738078,1215999.680791269,9597.21,11419000.0,1205.21,1189.8249595455347,-0.012765443743800176,0.0190251118821738
False,9316.48,2020-02-26,11635000.0,1.0308875547450016,1253558.937501614,9316.48,11635000.0,1216.04,1248.862231228962,0.02699107860675798,0.0094598153316917
True,10742000.0,2020-02-28,8823.25,1.0308875547450016,1253558.937501614,8823.25,10742000.0,1212.68,1217.465219731958,0.003945987178775923,0.0145468005057041
False,8034.76,2020-03-09,10678000.0,1.0742075686816364,1346582.4984527442,8034.76,10678000.0,1188.7,1328.975601013596,0.11800757214906676,-0.0035202584047369
True,9574000.0,2020-03-12,7934.58,1.0742075686816364,1346582.4984527442,7934.58,9574000.0,1192.71,1206.6171114287083,0.01166009459861006,0.0163044253073505
False,4800.01,2020-03-13,9507000.0,1.622649845276451,2185031.882766322,4800.01,9507000.0,1211.21,1980.620873706513,0.6352415136157339,-0.1091006841475018
True,6362000.0,2020-03-14,5576.05,1.622649845276451,2185031.882766322,5576.05,6362000.0,1211.21,1140.9510316442643,-0.058007255848065764,0.0269437300810186
False,5172.48,2020-03-15,7261000.0,1.2226685196629739,2671569.6975183,5172.48,7261000.0,1211.21,1403.7753650086613,0.15898594381540887,-0.0156394147294985
