state,enter_price,enter_time,exit_price,ror,fiat_money,비공식환율,seed_fiat,seed_krw,바이낸스USDT,비트코인KRW,달러환율,김치프리미엄,선형회귀예상김프,LSTM달러_예측값_예상김프
False,0.0,,0.0,1.0,1000000.0,0.0,,,,,,,,
True,8343000.0,2020-01-01,7195.24,1.0,1000000.0,1159.5165692874734,855.4359007388061,988088.3458663728,7195.24,8343000.0,1155.07,-0.0038496102292271406,-0.0246561562237159,-0.025575742705038
False,6965.49,2020-01-03,8300000.0,1.0112500435945584,1011250.0435945584,1191.5888185899341,1011250.0435945584,1011250.0435945584,6965.49,8300000.0,1157.94,-0.029059207376836538,-0.0241911550419694,-0.025575742705038
True,8038000.0,2020-01-04,7345.0,1.0112500435945584,1011250.0435945584,1094.349897889721,916.900407708558,1061715.6581020476,7345.0,8038000.0,1157.94,0.05491657781083581,-0.0241911550419694,-0.0257004231721603
False,7354.19,2020-01-05,8476000.0,1.0368415233988624,1048506.0357377478,1152.5402525635047,1048506.0357377478,1048506.0357377478,7354.19,8476000.0,1157.94,0.004663235950477018,-0.0241911550419694,-0.0257004231721603
True,8483000.0,2020-01-06,7357.64,1.0368415233988624,1048506.0357377478,1152.951218053615,902.2437651505505,1051916.9833513754,7357.64,8483000.0,1165.89,0.011097772471146627,-0.0229030855663998,-0.025565438370747
False,9851.74,2020-02-11,11821000.0,1.0217488103207013,1071309.7946291186,1199.889562655937,1071309.7946291186,1071309.7946291186,9851.74,11821000.0,1188.17,-0.009863540281219718,-0.0192932506084512,-0.025565438370747
True,11520000.0,2020-02-12,10223.08,1.0217488103207013,1071309.7946291186,1126.861963322208,940.9316612230482,1112454.0937473977,10223.08,11520000.0,1182.29,0.04688192971080851,-0.0202459359564197,-0.0200543006544373
False,9904.46,2020-02-16,11857000.0,1.04085930467678,1115082.7679310883,1197.1374512088494,1115082.7679310883,1115082.7679310883,9904.46,11857000.0,1184.59,-0.01059223124359443,-0.0198732869257518,-0.0200543006544373
True,11513000.0,2020-02-17,9910.7,1.04085930467678,1115082.7679310883,1161.6737465567517,950.39860672321,1124739.7271405158,9910.7,11513000.0,1183.44,0.018392359091503052,-0.0200596114410857,-0.0200901383775378
False,9706.0,2020-02-18,11659000.0,1.0137911052439093,1130460.9917392957,1201.2157428394808,1130460.9917392957,1130460.9917392957,9706.0,11659000.0,1185.38,-0.01335921210032276,-0.0197452900847832,-0.0200901383775378
True,11438000.0,2020-02-19,10164.78,1.0137911052439093,1130460.9917392957,1125.257998697463,994.8737110806247,1184944.333582578,10164.78,11438000.0,1191.05,0.05523865606190914,-0.0188266292135279,-0.0205442410940871
False,9594.65,2020-02-20,11837000.0,1.0756670859738078,1215999.680791269,1233.7083687263214,1215999.680791269,1215999.680791269,9594.65,11837000.0,1193.0,-0.03412268962809861,-0.0185106876440485,-0.0205442410940871
